index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
67724,403-8928020-6925906,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,771,DHEKIAJULI,ASSAM,784110,IN,FALSE,Easy Ship
67727,404-6573568-0899558,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,899,BENGALURU,KARNATAKA,560004,IN,FALSE,Easy Ship
67729,407-8219430-0174718,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1096,MUMBAI,MAHARASHTRA,400067,IN,FALSE,Easy Ship
67732,406-2825866-3316367,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,885,GURUGRAM,HARYANA,122011,IN,FALSE,Easy Ship
67734,407-0629373-4749111,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Shirt,3XL,On the Way,0,INR,662.86,KOTA,RAJASTHAN,324001,IN,FALSE,Easy Ship
67739,403-9045508-2261129,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,533,LONI,UTTAR PRADESH,201102,IN,FALSE,Easy Ship
67743,171-1008280-4014709,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XS,On the Way,0,INR,842.86,MUMBAI,MAHARASHTRA,400007,IN,FALSE,Easy Ship
67745,404-4873383-1639548,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,709,Bengaluru,KARNATAKA,560010,IN,FALSE,Easy Ship
67746,408-1701338-6605933,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,771,ULLAL,KARNATAKA,575022,IN,FALSE,Easy Ship
67749,406-3013734-1642718,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,771,Dehradun,UTTARAKHAND,248001,IN,TRUE,Easy Ship
67750,406-3013734-1642718,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,736,Dehradun,UTTARAKHAND,248001,IN,TRUE,Easy Ship
67751,405-9520178-8403524,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,487,PUNE,MAHARASHTRA,412307,IN,FALSE,Easy Ship
67752,405-9387045-7441907,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,443,PUNE,MAHARASHTRA,411022,IN,FALSE,Easy Ship
67757,404-2854000-8698753,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Trousers,L,On the Way,0,INR,337.14,MUMBAI,MAHARASHTRA,400008,IN,FALSE,Easy Ship
67758,407-8992377-6406748,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XXL,On the Way,0,INR,595.24,THANE,MAHARASHTRA,401107,IN,FALSE,Easy Ship
67759,402-3527655-2155511,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,359,NEW DELHI,DELHI,110009,IN,FALSE,Easy Ship
67761,408-4029583-0761121,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,771,URAN ISLAMPUR,MAHARASHTRA,415409,IN,FALSE,Easy Ship
67762,408-0968796-3619548,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,648,DIBRUGARH,ASSAM,786001,IN,FALSE,Easy Ship
67763,408-1450988-9328354,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,999,Raha town,ASSAM,782103,IN,FALSE,Easy Ship
67764,402-0603541-4663511,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,2598,NAGPUR,MAHARASHTRA,440010,IN,FALSE,Easy Ship
67765,402-2667353-9366762,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,899,KALYAN EAST,MAHARASHTRA,421306,IN,FALSE,Easy Ship
67770,404-0781353-7916309,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,369,NEW DELHI,DELHI,110096,IN,FALSE,Easy Ship
67771,403-6077134-3405162,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,771,AMBARNATH,MAHARASHTRA,421501,IN,FALSE,Easy Ship
67772,403-9888354-4642731,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,3XL,Shipped,1,INR,625,MUMBAI,MAHARASHTRA,400012,IN,FALSE,Easy Ship
67775,407-6121457-6546751,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,353,BHOPAL,MADHYA PRADESH,462042,IN,FALSE,Easy Ship
67776,171-8606911-1001949,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,899,NANGAL,PUNJAB,140126,IN,FALSE,Easy Ship
67778,402-3917610-5404302,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,356,JAIPUR,RAJASTHAN,302015,IN,FALSE,Easy Ship
67784,408-1169334-6077935,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,771,BHUBANESWAR,ODISHA,751021,IN,FALSE,Easy Ship
67787,408-1412089-6537157,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,M,Shipped,1,INR,518,Noida,UTTAR PRADESH,201301,IN,FALSE,Easy Ship
67791,406-4957344-6061916,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,575,PADAPPAI,TAMIL NADU,601301,IN,FALSE,Easy Ship
67792,407-0607644-6675514,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,625,GURUGRAM,HARYANA,122001,IN,FALSE,Easy Ship
67793,405-3893823-8300330,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,771,Hyderabad,TELANGANA,500038,IN,FALSE,Easy Ship
67796,408-2330640-2092360,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,499,CHENNAI,TAMIL NADU,600082,IN,FALSE,Easy Ship
67797,405-9872602-1131557,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,696,"ALTO PORVORIM,",GOA,403521,IN,FALSE,Easy Ship
67798,406-9769064-1071508,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,M,Shipped,1,INR,518,MUMBAI,MAHARASHTRA,400010,IN,FALSE,Easy Ship
67799,402-2936534-3273954,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,771,Naharlagun,ARUNACHAL PRADESH,791110,IN,FALSE,Easy Ship
67800,407-1368416-4803525,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,666,TIRUPATI,ANDHRA PRADESH,517501,IN,FALSE,Easy Ship
67803,171-2484192-7081150,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,INR,836.19,Ludhiana,PUNJAB,141401,IN,FALSE,Easy Ship
67804,403-1120825-9020332,2022-05-16,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,449,SHILLONG,MEGHALAYA,793001,IN,FALSE,Easy Ship
67806,406-2501034-3183545,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,301,Nagpur,MAHARASHTRA,441108,IN,FALSE,Easy Ship
67807,402-9116911-0345937,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Trousers,S,On the Way,0,INR,493.33,mumbai,MAHARASHTRA,400042,IN,FALSE,Easy Ship
67808,408-8876206-6636308,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,771,KURNOOL,ANDHRA PRADESH,518003,IN,FALSE,Easy Ship
67818,407-0161443-6151549,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,833,VARANASI,UTTAR PRADESH,221007,IN,FALSE,Easy Ship
67823,408-7723706-4636315,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,526,PATNA,BIHAR,800023,IN,FALSE,Easy Ship
67825,407-7221541-6176325,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XL,Shipped,1,INR,360,THISAYANVILAI,TAMIL NADU,627657,IN,FALSE,Easy Ship
67826,404-8534973-3581931,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,INR,665.71,BARAMATI,MAHARASHTRA,413102,IN,FALSE,Easy Ship
67830,404-0147206-2711513,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,786,MUMBAI,MAHARASHTRA,400081,IN,FALSE,Easy Ship
67831,402-2352188-4577942,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,771,HYDERABAD,ANDHRA PRADESH,500016,IN,FALSE,Easy Ship
67832,403-7299805-4751508,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,454.29,Kasegaon tal walwa dist sangli,MAHARASHTRA,415404,IN,FALSE,Easy Ship
67833,405-9366278-9261939,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,648,AMRITSAR,PUNJAB,143008,IN,FALSE,Easy Ship
67835,406-6147144-9483535,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,999,BAHADURGARH,HARYANA,124507,IN,FALSE,Easy Ship
67839,404-5282794-2353943,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1299,KODAD,TELANGANA,508206,IN,FALSE,Easy Ship
67841,405-5413856-1981133,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,771,ERNAKULAM,KERALA,682316,IN,FALSE,Easy Ship
67842,402-6377706-8581135,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XXL,On the Way,0,INR,811.43,NEW DELHI,DELHI,110014,IN,FALSE,Easy Ship
67845,407-5664134-5054726,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Shirt,XS,On the Way,0,INR,634.29,TIRUPATI,ANDHRA PRADESH,517501,IN,FALSE,Easy Ship
67846,403-2300264-5086710,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,771,POTHREDDIPALLE,TELANGANA,502295,IN,FALSE,Easy Ship
67847,404-3238219-7466759,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,771,Kozhikode,KERALA,673632,IN,FALSE,Easy Ship
67848,407-9349555-9229945,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XS,On the Way,0,INR,734.29,MUDDEBIHAL,KARNATAKA,586212,IN,FALSE,Easy Ship
67849,404-2045943-6520348,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,899,Sriganganagar,RAJASTHAN,335001,IN,FALSE,Easy Ship
67850,404-8776664-4417942,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XL,Shipped,1,INR,387,CHANDIGARH,CHANDIGARH,160036,IN,FALSE,Easy Ship
67851,405-2206676-5556320,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,599,BEGOWAL,PUNJAB,144621,IN,FALSE,Easy Ship
67853,404-0721369-0957140,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,499,RAJKOT,Gujarat,360005,IN,FALSE,Easy Ship
67854,404-0203831-3893913,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,459,GREATER NOIDA WEST,UTTAR PRADESH,201301,IN,FALSE,Easy Ship
67857,408-8721519-0720323,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,575,BENGALURU,KARNATAKA,560022,IN,FALSE,Easy Ship
67860,171-5478004-4874716,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,771,MANGALURU,KARNATAKA,575003,IN,FALSE,Easy Ship
67863,171-5135033-8431512,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XL,Shipped,1,INR,529,CUTTACK,ODISHA,753004,IN,FALSE,Easy Ship
67868,403-2925232-3819549,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,544,KURUVATTUR,KERALA,673611,IN,FALSE,Easy Ship
67870,403-4229973-8581959,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XXL,On the Way,0,INR,842.86,CHENNAI,TAMIL NADU,600045,IN,FALSE,Easy Ship
67871,402-2894268-7133129,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,648,PHUSRO,JHARKHAND,829144,IN,FALSE,Easy Ship
67872,402-2894268-7133129,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,455,PHUSRO,JHARKHAND,829144,IN,FALSE,Easy Ship
67873,408-0430537-9963556,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,0,Gonda,UTTAR PRADESH,271001,IN,FALSE,Easy Ship
67875,408-3493599-2143526,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,0,PATNA,BIHAR,800024,IN,FALSE,Easy Ship
67876,405-2675905-2313166,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,899,MIRZAPUR CUM VINDHYACHAL,UTTAR PRADESH,231312,IN,FALSE,Easy Ship
67879,171-7539463-0185148,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,690,Pune,MAHARASHTRA,411057,IN,FALSE,Easy Ship
67880,402-8543149-0397154,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,459,Chennai,TAMIL NADU,600034,IN,FALSE,Easy Ship
67883,408-7453773-8762738,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,5XL,Shipped,1,INR,798,FARIDABAD,HARYANA,121001,IN,FALSE,Easy Ship
67885,402-0741545-3189102,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,4XL,Shipped,1,INR,836,CHENNAI,TAMIL NADU,600082,IN,FALSE,Easy Ship
67888,171-1344996-0454717,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,666,PUDUPAKKAM,TAMIL NADU,603103,IN,FALSE,Easy Ship
67892,407-1383287-9265111,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,771,HYDERABAD,TELANGANA,500090,IN,FALSE,Easy Ship
67894,407-0434233-4717156,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Shirt,XS,On the Way,0,INR,492.38,MUDDEBIHAL,KARNATAKA,586212,IN,FALSE,Easy Ship
67895,407-0434233-4717156,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XS,On the Way,0,INR,734.29,MUDDEBIHAL,KARNATAKA,586212,IN,FALSE,Easy Ship
67897,406-0758667-2356348,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,666,RAE BARELI,UTTAR PRADESH,229001,IN,FALSE,Easy Ship
67898,404-7188698-5501101,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,799,NEW DELHI,DELHI,110082,IN,FALSE,Easy Ship
67900,407-2974112-2145910,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,649,NEW DELHI,DELHI,110019,IN,FALSE,Easy Ship
67905,407-2673387-6828347,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Blazzer,L,On the Way,0,INR,734.29,BENGALURU,KARNATAKA,560100,IN,FALSE,Easy Ship
67912,403-0180459-6152328,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,696,CHIKNAYAKANHALLI,KARNATAKA,572214,IN,FALSE,Easy Ship
67914,171-8127088-9689950,2022-05-16,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,631,CHENNAI,TAMIL NADU,600042,IN,FALSE,Easy Ship
67916,404-3171638-3022765,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,499,"PILLAIARKUPPAM,  manapet post",PUDUCHERRY,607402,IN,FALSE,Easy Ship
67918,407-4279487-1484365,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,771,BENGALURU,KARNATAKA,560047,IN,FALSE,Easy Ship
67921,402-7672269-3746743,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,499,HYDERABAD,TELANGANA,500090,IN,FALSE,Easy Ship
67922,407-6559498-6649109,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XS,On the Way,0,INR,734.29,MUDDEBIHAL,KARNATAKA,586212,IN,FALSE,Easy Ship
67926,405-6260367-6645953,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,432,HYDERABAD,TELANGANA,500072,IN,FALSE,Easy Ship
67927,405-6260367-6645953,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,771,HYDERABAD,TELANGANA,500072,IN,FALSE,Easy Ship
67928,408-2200393-2764330,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,376,CHENNAI,TAMIL NADU,600092,IN,FALSE,Easy Ship
67929,408-2200393-2764330,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,2,INR,752,CHENNAI,TAMIL NADU,600092,IN,FALSE,Easy Ship
67936,408-0655874-6876335,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,899,BENGALURU,KARNATAKA,560087,IN,FALSE,Easy Ship
67943,406-9024391-5881144,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XS,Shipped,1,INR,354,DULIAJAN,ASSAM,786602,IN,FALSE,Easy Ship
67948,403-6068196-3732344,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,435,BENGALURU,KARNATAKA,560037,IN,FALSE,Easy Ship
67951,408-2453824-3911545,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,771,LADNU,RAJASTHAN,341306,IN,FALSE,Easy Ship
67952,405-8189497-0026750,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,540.95,CHENNAI,TAMIL NADU,600078,IN,FALSE,Easy Ship
67953,405-8189497-0026750,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,722.86,CHENNAI,TAMIL NADU,600078,IN,FALSE,Easy Ship
67955,403-6428982-3303568,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,449,CHANDANNAGAR,WEST BENGAL,712136,IN,FALSE,Easy Ship
67956,407-2126016-1840303,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,661,NANDED WAGHALA,MAHARASHTRA,431605,IN,FALSE,Easy Ship
67962,403-1278095-2901120,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,721,VISAKHAPATNAM,ANDHRA PRADESH,530003,IN,FALSE,Easy Ship
67965,403-5704068-1165961,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,736,HYDERABAD,TELANGANA,500083,IN,FALSE,Easy Ship
67967,405-1601991-9741112,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,771,MYSURU,KARNATAKA,570015,IN,FALSE,Easy Ship
67969,408-3634199-6625928,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,4XL,Shipped,1,INR,0,GREATER NOIDA,UTTAR PRADESH,201308,IN,FALSE,Easy Ship
67971,402-9323038-3303524,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,885,MIRYALAGUDA,TELANGANA,508207,IN,FALSE,Easy Ship
67973,404-9641931-6206705,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XS,On the Way,0,INR,519.05,Jaipur,RAJASTHAN,302018,IN,FALSE,Easy Ship
67974,406-3373117-6039564,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,771,THODUPUZHA,KERALA,685608,IN,FALSE,Easy Ship
67975,404-0717503-4492353,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,487,Madurai - 625006,TAMIL NADU,625006,IN,FALSE,Easy Ship
67978,403-6158855-4702748,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,320,BENGALURU,KARNATAKA,560092,IN,FALSE,Easy Ship
67979,403-6158855-4702748,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,301,BENGALURU,KARNATAKA,560092,IN,FALSE,Easy Ship
67980,403-6158855-4702748,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,301,BENGALURU,KARNATAKA,560092,IN,FALSE,Easy Ship
67982,406-6471412-0236302,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1096,Bambolim,GOA,403202,IN,FALSE,Easy Ship
67983,406-6471412-0236302,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,814,Bambolim,GOA,403202,IN,FALSE,Easy Ship
67985,403-6995209-5609962,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Blazzer,L,On the Way,0,INR,734.29,Pune,MAHARASHTRA,411045,IN,FALSE,Easy Ship
67988,403-3780294-9317151,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,M,Shipped,1,INR,513,NEW DELHI,DELHI,110058,IN,FALSE,Easy Ship
67989,404-7412556-1003529,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,771,"KALPETTA, WAYANAD",KERALA,673121,IN,FALSE,Easy Ship
67991,407-6662901-4978708,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,568,BENGALURU,KARNATAKA,560078,IN,FALSE,Easy Ship
67992,171-8994008-4629926,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,475,SRIDUNGARGARH,RAJASTHAN,331803,IN,FALSE,Easy Ship
67993,407-9020804-8423546,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,599,THALASSERY,KERALA,670101,IN,FALSE,Easy Ship
67995,171-6936008-2544324,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1523,BENGALURU,KARNATAKA,560076,IN,FALSE,Easy Ship
67996,406-5356131-9017131,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,318,BENGALURU,KARNATAKA,560090,IN,FALSE,Easy Ship
67997,171-0947045-3242728,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,539,NEW DELHI,DELHI,110077,IN,FALSE,Easy Ship
67998,171-0947045-3242728,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,517,NEW DELHI,DELHI,110077,IN,FALSE,Easy Ship
68000,406-3978336-6201105,2022-05-16,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,459,BENGALURU,KARNATAKA,560029,IN,FALSE,Easy Ship
68003,407-0044087-8935501,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,355,Bengaluru,KARNATAKA,560070,IN,FALSE,Easy Ship
68004,171-0113494-5266769,2022-05-16,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,713.33,PIMPRI CHINCHWAD,MAHARASHTRA,411007,IN,FALSE,Easy Ship
68005,404-6874841-3443533,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,771,VISAKHAPATNAM,ANDHRA PRADESH,530002,IN,TRUE,Easy Ship
68006,404-6874841-3443533,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,771,VISAKHAPATNAM,ANDHRA PRADESH,530002,IN,TRUE,Easy Ship
68007,404-6874841-3443533,2022-05-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,771,VISAKHAPATNAM,ANDHRA PRADESH,530002,IN,TRUE,Easy Ship
